Date,max_temp,min_temp,avg_temp,departure,HDD,CDD,precipitation,new snow,snow depth
11/02/2019,52,41,46.5,-6.7,18,0,0.01,0,0
12/02/2019,54,41,47.5,-5.7,17,0,0.26,0,0
13/02/2019,63,47,55,1.7,10,0,1.55,M,0
14/02/2019,65,49,57,3.6,8,0,0.94,0,0
15/02/2019,53,44,48.5,-5,16,0,0.17,M,0
16/02/2019,55,44,49.5,-4.1,15,0,0.16,M,0
17/02/2019,54,43,48.5,-5.2,16,0,0.2,0,0
18/02/2019,56,38,47,-6.8,18,0,0,0,0
19/02/2019,56,38,47,-6.9,18,0,0,0,0
20/02/2019,56,47,51.5,-2.4,13,0,0,0,0
21/02/2019,57,42,49.5,-4.5,15,0,0,0,0
22/02/2019,55,41,48,-6.1,17,0,0,0,0
23/02/2019,56,38,47,-7.2,18,0,0,0,0
24/02/2019,56,46,51,-3.3,14,0,0,0,0
25/02/2019,56,50,53,-1.3,12,0,T,0,0
26/02/2019,59,52,55.5,1.1,9,0,0.61,0,0
27/02/2019,59,50,54.5,0,10,0,0.57,0,0
28/02/2019,56,47,51.5,-3.1,13,0,0,0,0
01/03/2019,55,44,49.5,-5.1,15,0,0.05,0,0
02/03/2019,57,48,52.5,-2.2,12,0,0.91,0,0
03/03/2019,58,50,54,-0.8,11,0,0.01,0,0
04/03/2019,56,49,52.5,-2.3,12,0,0.01,0,0
05/03/2019,60,49,54.5,-0.4,10,0,0.32,M,0
06/03/2019,59,50,54.5,-0.5,10,0,1.07,0,0
07/03/2019,55,47,51,-4,14,0,0.08,0,0
08/03/2019,58,45,51.5,-3.6,13,0,T,M,0
09/03/2019,56,44,50,-5.1,15,0,0.22,M,0
10/03/2019,56,46,51,-4.2,14,0,0.25,0,0
11/03/2019,64,41,52.5,-2.7,12,0,0,0,0
12/03/2019,58,47,52.5,-2.8,12,0,0,0,0
13/03/2019,61,44,52.5,-2.9,12,0,0,0,0
14/03/2019,66,43,54.5,-0.9,10,0,0,0,0
15/03/2019,67,41,54,-1.5,11,0,0,0,0
16/03/2019,69,44,56.5,1,8,0,0,0,0
17/03/2019,71,47,59,3.4,6,0,0,0,0
18/03/2019,72,50,61,5.4,4,0,0,0,0
19/03/2019,69,49,59,3.3,6,0,T,M,0
20/03/2019,62,49,55.5,-0.2,9,0,0.56,M,0
21/03/2019,61,46,53.5,-2.3,11,0,0,0,0
22/03/2019,57,47,52,-3.8,13,0,0.21,M,0
23/03/2019,60,50,55,-0.9,10,0,0.2,0,0
24/03/2019,63,44,53.5,-2.4,11,0,0,0,0
25/03/2019,63,52,57.5,1.5,7,0,0.44,0,0
26/03/2019,64,49,56.5,0.5,8,0,0.06,0,0
27/03/2019,62,54,58,1.9,7,0,0.04,0,0
28/03/2019,63,52,57.5,1.4,7,0,0.04,0,0
29/03/2019,61,47,54,-2.2,11,0,0,0,0
30/03/2019,65,47,56,-0.2,9,0,0,0,0
31/03/2019,70,49,59.5,3.2,5,0,0,0,0
01/04/2019,65,50,57.5,1.1,7,0,0.03,0,0
02/04/2019,61,53,57,0.6,8,0,0.05,0,0
03/04/2019,60,52,56,-0.5,9,0,T,0,0
04/04/2019,62,52,57,0.5,8,0,0,0,0
05/04/2019,62,55,58.5,1.9,6,0,0.07,0,0
06/04/2019,67,55,61,4.3,4,0,T,0,0
07/04/2019,68,55,61.5,4.8,3,0,0,0,0
08/04/2019,71,55,63,6.2,2,0,0.02,0,0
09/04/2019,64,52,58,1.1,7,0,0,0,0
10/04/2019,65,49,57,0.1,8,0,0,0,0
11/04/2019,59,50,54.5,-2.5,10,0,0,0,0
12/04/2019,65,49,57,-0.1,8,0,0,0,0
13/04/2019,71,49,60,2.9,5,0,0,0,0
14/04/2019,60,49,54.5,-2.7,10,0,0,0,0
15/04/2019,61,49,55,-2.3,10,0,0.03,M,0
16/04/2019,64,50,57,-0.3,8,0,T,0,0
17/04/2019,70,49,59.5,2.1,5,0,0,0,0
18/04/2019,78,50,64,6.5,1,0,0,0,0
19/04/2019,67,49,58,0.4,7,0,0,0,0
20/04/2019,60,49,54.5,-3.2,10,0,0,0,0
21/04/2019,65,47,56,-1.7,9,0,0,0,0
22/04/2019,77,48,62.5,4.7,2,0,0,0,0
23/04/2019,88,53,70.5,12.6,0,6,0,0,0
24/04/2019,80,55,67.5,9.5,0,3,0,0,0
25/04/2019,64,52,58,-0.1,7,0,0,0,0
26/04/2019,70,50,60,1.9,5,0,0,0,0
27/04/2019,67,50,58.5,0.3,6,0,0,0,0
28/04/2019,66,49,57.5,-0.8,7,0,0,0,0
29/04/2019,66,51,58.5,0.1,6,0,0,0,0
30/04/2019,65,52,58.5,0,6,0,0,0,0
01/05/2019,71,49,60,1.4,5,0,0,0,0
02/05/2019,71,49,60,1.3,5,0,0,0,0
03/05/2019,66,49,57.5,-1.3,7,0,0,0,0
04/05/2019,64,49,56.5,-2.3,8,0,0,0,0
05/05/2019,65,49,57,-1.9,8,0,T,0,0
06/05/2019,62,53,57.5,-1.5,7,0,0,0,0
07/05/2019,65,52,58.5,-0.6,6,0,0,0,0
08/05/2019,67,53,60,0.8,5,0,0,0,0
09/05/2019,67,55,61,1.7,4,0,0,0,0
10/05/2019,69,54,61.5,2.1,3,0,0,0,0
11/05/2019,66,54,60,0.5,5,0,0,0,0
12/05/2019,64,54,59,-0.6,6,0,0,0,0
13/05/2019,65,52,58.5,-1.2,6,0,0,0,0
14/05/2019,66,55,60.5,0.7,4,0,0,0,0
15/05/2019,65,53,59,-0.9,6,0,0.47,0,0
16/05/2019,61,53,57,-2.9,8,0,0.29,0,0
17/05/2019,63,52,57.5,-2.5,7,0,0,0,0
18/05/2019,56,50,53,-7.1,12,0,0.84,0,0
19/05/2019,61,50,55.5,-4.7,9,0,0.28,0,0
20/05/2019,64,48,56,-4.3,9,0,0.02,M,0
21/05/2019,62,52,57,-3.4,8,0,0.1,0,0
22/05/2019,67,52,59.5,-1,5,0,0,0,0
23/05/2019,71,52,61.5,0.9,3,0,0,0,0
24/05/2019,71,53,62,1.3,3,0,0,0,0
25/05/2019,68,53,60.5,-0.3,4,0,T,0,0
26/05/2019,61,52,56.5,-4.4,8,0,T,0,0
27/05/2019,62,52,57,-4,8,0,0,0,0
28/05/2019,66,52,59,-2.1,6,0,0,0,0
29/05/2019,68,52,60,-1.2,5,0,0,0,0
30/05/2019,63,52,57.5,-3.7,7,0,0,0,0
31/05/2019,67,52,59.5,-1.8,5,0,0,0,0
01/06/2019,73,52,62.5,1.1,2,0,0,0,0
02/06/2019,71,55,63,1.5,2,0,0,0,0
03/06/2019,67,52,59.5,-2.1,5,0,0,0,0
04/06/2019,79,52,65.5,3.8,0,1,0,0,0
05/06/2019,71,55,63,1.2,2,0,0,0,0
06/06/2019,64,52,58,-3.9,7,0,0,0,0
07/06/2019,69,50,59.5,-2.5,5,0,0,0,0
08/06/2019,81,52,66.5,4.5,0,2,0,0,0
09/06/2019,92,61,76.5,14.4,0,12,0,0,0
10/06/2019,100,67,83.5,21.3,0,19,0,0,0
11/06/2019,98,67,82.5,20.2,0,18,0,0,0
12/06/2019,86,58,72,9.6,0,7,0,0,0
13/06/2019,74,55,64.5,2.1,0,0,0,0,0
14/06/2019,68,55,61.5,-1,3,0,0,0,0
15/06/2019,63,54,58.5,-4.1,6,0,0,0,0
16/06/2019,66,54,60,-2.6,5,0,0,0,0
17/06/2019,76,54,65,2.3,0,0,0,0,0
18/06/2019,70,58,64,1.2,1,0,0,0,0
19/06/2019,73,58,65.5,2.6,0,1,0,0,0
20/06/2019,74,56,65,2.1,0,0,0,0,0
21/06/2019,72,55,63.5,0.5,1,0,0,0,0
22/06/2019,81,54,67.5,4.5,0,3,0,0,0
23/06/2019,79,55,67,3.9,0,2,0,0,0
24/06/2019,74,55,64.5,1.3,0,0,0,0,0
25/06/2019,73,55,64,0.8,1,0,0,0,0
26/06/2019,70,56,63,-0.3,2,0,0,0,0
27/06/2019,71,58,64.5,1.2,0,0,0,0,0
28/06/2019,70,56,63,-0.4,2,0,0,0,0
29/06/2019,70,52,61,-2.4,4,0,0,0,0
30/06/2019,69,55,62,-1.4,3,0,0,0,0
01/07/2019,70,56,63,-0.5,2,0,0,0,0
02/07/2019,69,55,62,-1.5,3,0,0,0,0
03/07/2019,71,55,63,-0.6,2,0,0,0,0
04/07/2019,73,55,64,0.4,1,0,0,0,0
05/07/2019,72,55,63.5,-0.1,1,0,0,0,0
06/07/2019,70,55,62.5,-1.2,2,0,0,0,0
07/07/2019,70,55,62.5,-1.2,2,0,0,0,0
08/07/2019,64,56,60,-3.7,5,0,0,0,0
09/07/2019,71,58,64.5,0.7,0,0,0,0,0
10/07/2019,73,61,67,3.2,0,2,0,0,0
11/07/2019,71,58,64.5,0.7,0,0,0,0,0
12/07/2019,70,55,62.5,-1.4,2,0,0,0,0
13/07/2019,67,55,61,-2.9,4,0,0,0,0
14/07/2019,68,55,61.5,-2.4,3,0,0,0,0
15/07/2019,77,58,67.5,3.6,0,3,0,0,0
16/07/2019,77,58,67.5,3.5,0,3,0,0,0
17/07/2019,78,58,68,4,0,3,0,0,0
18/07/2019,78,58,68,4,0,3,0,0,0
19/07/2019,76,60,68,4,0,3,0,0,0
20/07/2019,74,58,66,1.9,0,1,0,0,0
21/07/2019,73,58,65.5,1.4,0,1,0,0,0
22/07/2019,74,57,65.5,1.4,0,1,0,0,0
23/07/2019,71,58,64.5,0.4,0,0,0,0,0
24/07/2019,83,55,69,4.8,0,4,0,0,0
25/07/2019,70,58,64,-0.2,1,0,0,0,0
26/07/2019,74,56,65,0.8,0,0,0,0,0
27/07/2019,79,56,67.5,3.3,0,3,0,0,0
28/07/2019,76,58,67,2.7,0,2,0,0,0
29/07/2019,70,58,64,-0.3,1,0,0,0,0
30/07/2019,71,58,64.5,0.2,0,0,0,0,0
31/07/2019,75,55,65,0.6,0,0,0,0,0
01/08/2019,71,58,64.5,0.1,0,0,0,0,0
02/08/2019,71,59,65,0.6,0,0,0,0,0
03/08/2019,73,58,65.5,1,0,1,0,0,0
04/08/2019,73,61,67,2.5,0,2,0,0,0
05/08/2019,76,58,67,2.5,0,2,0,0,0
06/08/2019,75,58,66.5,1.9,0,2,0,0,0
07/08/2019,70,59,64.5,-0.1,0,0,0,0,0
08/08/2019,72,59,65.5,0.9,0,1,0,0,0
09/08/2019,77,61,69,4.3,0,4,0,0,0
10/08/2019,76,61,68.5,3.8,0,4,0,0,0
11/08/2019,84,58,71,6.3,0,6,0,0,0
12/08/2019,86,59,72.5,7.7,0,8,0,0,0
13/08/2019,82,58,70,5.2,0,5,0,0,0
14/08/2019,94,61,77.5,12.7,0,13,0,0,0
15/08/2019,94,61,77.5,12.6,0,13,0,0,0
16/08/2019,80,59,69.5,4.6,0,5,0,0,0
17/08/2019,75,61,68,3.1,0,3,0,0,0
18/08/2019,75,61,68,3,0,3,0,0,0
19/08/2019,71,58,64.5,-0.5,0,0,0,0,0
20/08/2019,72,61,66.5,1.4,0,2,0,0,0
21/08/2019,79,61,70,4.9,0,5,0,0,0
22/08/2019,79,61,70,4.9,0,5,0,0,0
23/08/2019,79,58,68.5,3.3,0,4,0,0,0
24/08/2019,73,60,66.5,1.3,0,2,0,0,0
25/08/2019,73,58,65.5,0.3,0,1,0,0,0
26/08/2019,81,55,68,2.8,0,3,0,0,0
27/08/2019,74,58,66,0.7,0,1,0,0,0
28/08/2019,77,59,68,2.7,0,3,0,0,0
29/08/2019,78,63,70.5,5.2,0,6,0,0,0
30/08/2019,73,61,67,1.6,0,2,0,0,0
31/08/2019,84,61,72.5,7.1,0,8,0,0,0
01/09/2019,77,61,69,3.6,0,4,0,0,0
02/09/2019,72,62,67,1.6,0,2,0,0,0
03/09/2019,73,59,66,0.6,0,1,0,0,0
04/09/2019,74,58,66,0.5,0,1,0,0,0
05/09/2019,73,58,65.5,0,0,1,0,0,0
06/09/2019,71,60,65.5,0,0,1,0,0,0
07/09/2019,72,61,66.5,1,0,2,0,0,0
08/09/2019,72,59,65.5,0,0,1,0,0,0
09/09/2019,75,58,66.5,1,0,2,0,0,0
10/09/2019,72,58,65,-0.5,0,0,0,0,0
11/09/2019,81,57,69,3.5,0,4,0,0,0
12/09/2019,90,61,75.5,10,0,11,0,0,0
13/09/2019,94,61,77.5,12,0,13,0,0,0
14/09/2019,75,61,68,2.5,0,3,0,0,0
15/09/2019,73,59,66,0.5,0,1,0,0,0
16/09/2019,72,61,66.5,1,0,2,0.04,0,0
17/09/2019,77,57,67,1.6,0,2,0,0,0
18/09/2019,77,61,69,3.6,0,4,T,0,0
19/09/2019,77,58,67.5,2.1,0,3,0,0,0
20/09/2019,83,58,70.5,5.1,0,6,0,0,0
21/09/2019,85,61,73,7.7,0,8,0,0,0
22/09/2019,75,58,66.5,1.2,0,2,0,0,0
23/09/2019,82,58,70,4.7,0,5,0,0,0
24/09/2019,94,61,77.5,12.3,0,13,0,0,0
25/09/2019,96,67,81.5,16.3,0,17,0,0,0
26/09/2019,79,64,71.5,6.4,0,7,0,0,0
27/09/2019,70,58,64,-1.1,1,0,0,0,0
28/09/2019,67,55,61,-4,4,0,0,0,0
29/09/2019,68,52,60,-4.9,5,0,0,0,0
30/09/2019,66,52,59,-5.9,6,0,0.02,0,0
01/10/2019,69,50,59.5,-5.3,5,0,0,0,0
02/10/2019,76,50,63,-1.7,2,0,0,0,0
03/10/2019,68,52,60,-4.6,5,0,0,0,0
04/10/2019,73,52,62.5,-2.1,2,0,0,0,0
05/10/2019,80,52,66,1.5,0,1,0,0,0
06/10/2019,87,55,71,6.6,0,6,0,0,0
07/10/2019,84,55,69.5,5.2,0,5,0,0,0
08/10/2019,77,56,66.5,2.3,0,2,0,0,0
09/10/2019,72,53,62.5,-1.5,2,0,0,0,0
10/10/2019,74,58,66,2.1,0,1,0,0,0
11/10/2019,79,52,65.5,1.7,0,1,0,0,0
12/10/2019,75,52,63.5,-0.2,1,0,0,0,0
13/10/2019,73,52,62.5,-1,2,0,0,0,0
14/10/2019,70,49,59.5,-3.9,5,0,0,0,0
15/10/2019,65,49,57,-6.2,8,0,0,0,0
16/10/2019,68,52,60,-3.1,5,0,0,0,0
17/10/2019,68,55,61.5,-1.4,3,0,0,0,0
18/10/2019,68,55,61.5,-1.2,3,0,0,0,0
19/10/2019,71,54,62.5,-0.1,2,0,0,0,0
20/10/2019,72,52,62,-0.4,3,0,0,0,0
21/10/2019,82,53,67.5,5.3,0,3,0,0,0
22/10/2019,87,57,72,10,0,7,0,0,0
23/10/2019,85,55,70,8.2,0,5,0,0,0
24/10/2019,89,64,76.5,14.9,0,12,0,0,0
25/10/2019,87,59,73,11.6,0,8,0,0,0
26/10/2019,74,52,63,1.8,2,0,0,0,0
27/10/2019,69,52,60.5,-0.5,4,0,0,0,0
28/10/2019,72,52,62,1.2,3,0,0,0,0
29/10/2019,70,47,58.5,-2.1,6,0,0,0,0
30/10/2019,69,51,60,-0.3,5,0,0,0,0
31/10/2019,73,49,61,0.9,4,0,0,0,0
01/11/2019,73,48,60.5,0.6,4,0,0,0,0
02/11/2019,74,48,61,1.4,4,0,0,0,0
03/11/2019,74,49,61.5,2.1,3,0,0,0,0
04/11/2019,69,49,59,-0.2,6,0,0,0,0
05/11/2019,67,47,57,-1.9,8,0,0,0,0
06/11/2019,62,49,55.5,-3.2,9,0,0,0,0
07/11/2019,62,49,55.5,-2.9,9,0,0,0,0
08/11/2019,62,52,57,-1.2,8,0,0,0,0
09/11/2019,62,49,55.5,-2.4,9,0,0,0,0
10/11/2019,64,48,56,-1.7,9,0,0,0,0
11/11/2019,72,47,59.5,2.1,5,0,0,0,0
12/11/2019,72,50,61,3.8,4,0,0,0,0
13/11/2019,61,49,55,-1.9,10,0,0,0,0
14/11/2019,64,50,57,0.3,8,0,0,0,0
15/11/2019,67,55,61,4.6,4,0,0,0,0
16/11/2019,65,52,58.5,2.3,6,0,0,0,0
17/11/2019,74,49,61.5,5.5,3,0,0,0,0
18/11/2019,73,52,62.5,6.8,2,0,0,0,0
19/11/2019,62,52,57,1.5,8,0,0,0,0
20/11/2019,67,52,59.5,4.2,5,0,0,0,0
21/11/2019,62,50,56,1,9,0,0,0,0
22/11/2019,65,47,56,1.2,9,0,0,0,0
23/11/2019,67,47,57,2.4,8,0,0,0,0
24/11/2019,67,46,56.5,2.1,8,0,0,0,0
25/11/2019,65,47,56,1.8,9,0,0,0,0
26/11/2019,56,46,51,-3,14,0,0.91,0,0
27/11/2019,51,42,46.5,-7.3,18,0,0.23,M,0
28/11/2019,53,40,46.5,-7.1,18,0,T,0,0
29/11/2019,54,41,47.5,-5.9,17,0,0.05,0,0
30/11/2019,56,38,47,-6.2,18,0,0.1,M,0
01/12/2019,59,54,56.5,3.5,8,0,0.25,0,0
02/12/2019,58,53,55.5,2.7,9,0,0.2,0,0
03/12/2019,61,50,55.5,2.8,9,0,0.09,0,0
04/12/2019,56,53,54.5,2,10,0,0.3,0,0
05/12/2019,60,52,56,3.6,9,0,0,0,0
06/12/2019,65,53,59,6.8,6,0,0.49,0,0
07/12/2019,66,55,60.5,8.4,4,0,0.49,0,0
08/12/2019,61,52,56.5,4.5,8,0,0.09,0,0
09/12/2019,56,49,52.5,0.7,12,0,0,0,0
10/12/2019,59,50,54.5,2.8,10,0,0.21,0,0
11/12/2019,62,52,57,5.4,8,0,0.06,0,0
12/12/2019,65,56,60.5,9,4,0,0,0,0
13/12/2019,61,53,57,5.6,8,0,0,0,0
14/12/2019,59,50,54.5,3.2,10,0,0.02,0,0
15/12/2019,58,44,51,-0.2,14,0,0,0,0
16/12/2019,56,41,48.5,-2.7,16,0,0,0,0
17/12/2019,56,42,49,-2.1,16,0,0.01,M,0
18/12/2019,59,49,54,3,11,0,0.35,M,0
19/12/2019,58,51,54.5,3.5,10,0,0,0,0
20/12/2019,56,47,51.5,0.6,13,0,0,0,0
21/12/2019,62,47,54.5,3.6,10,0,0,0,0
22/12/2019,57,47,52,1.2,13,0,0.64,M,0
23/12/2019,56,41,48.5,-2.3,16,0,0,0,0
24/12/2019,55,44,49.5,-1.2,15,0,T,M,0
25/12/2019,55,46,50.5,-0.2,14,0,0.04,M,0
26/12/2019,58,44,51,0.3,14,0,0,0,0
27/12/2019,59,39,49,-1.7,16,0,0,0,0
28/12/2019,59,40,49.5,-1.2,15,0,0,0,0
29/12/2019,56,49,52.5,1.8,12,0,0.47,M,0
30/12/2019,59,47,53,2.3,12,0,0,0,0
31/12/2019,57,41,49,-1.7,16,0,0,0,0
01/01/2020,59,47,53,2.3,12,0,0,0,0
02/01/2020,61,49,55,4.3,10,0,0,0,0
03/01/2020,58,44,51,0.3,14,0,0,0,0
04/01/2020,59,49,54,3.3,11,0,0,0,0
05/01/2020,59,44,51.5,0.8,13,0,0,0,0
06/01/2020,59,42,50.5,-0.2,14,0,0,0,0
07/01/2020,56,41,48.5,-2.3,16,0,0.03,M,0
08/01/2020,58,48,53,2.2,12,0,0,0,0
09/01/2020,56,47,51.5,0.7,13,0,0.15,0,0
10/01/2020,56,41,48.5,-2.4,16,0,0,0,0
11/01/2020,56,47,51.5,0.6,13,0,0.03,0,0
12/01/2020,56,44,50,-1,15,0,0.01,0,0
13/01/2020,56,45,50.5,-0.5,14,0,0.05,0,0
14/01/2020,56,44,50,-1,15,0,0.01,M,0
15/01/2020,54,39,46.5,-4.6,18,0,0,0,0
16/01/2020,54,44,49,-2.1,16,0,0.72,0,0
17/01/2020,55,38,46.5,-4.7,18,0,0,0,0
18/01/2020,56,44,50,-1.3,15,0,0,0,0
19/01/2020,55,44,49.5,-1.8,15,0,0,0,0
20/01/2020,56,47,51.5,0.1,13,0,0,0,0
21/01/2020,58,50,54,2.5,11,0,0.01,0,0
22/01/2020,57,50,53.5,2,11,0,0,0,0
23/01/2020,58,47,52.5,0.9,12,0,0,0,0
24/01/2020,63,47,55,3.3,10,0,0,0,0
25/01/2020,62,48,55,3.3,10,0,T,M,0
26/01/2020,61,52,56.5,4.7,8,0,0.14,0,0
27/01/2020,61,47,54,2.1,11,0,0,0,0
28/01/2020,62,50,56,4,9,0,0.03,0,0
29/01/2020,61,47,54,2,11,0,0,0,0
30/01/2020,63,52,57.5,5.4,7,0,0,0,0
31/01/2020,66,48,57,4.8,8,0,0,0,0
01/02/2020,65,47,56,3.7,9,0,0,0,0
02/02/2020,56,44,50,-2.4,15,0,0,0,0
03/02/2020,56,38,47,-5.5,18,0,0,0,0
04/02/2020,56,44,50,-2.5,15,0,0,0,0
05/02/2020,62,39,50.5,-2.1,14,0,0,0,0
06/02/2020,65,44,54.5,1.8,10,0,0,0,0
07/02/2020,64,44,54,1.2,11,0,0,0,0
08/02/2020,60,45,52.5,-0.4,12,0,0,0,0
09/02/2020,61,45,53,0,12,0,0,0,0
10/02/2020,72,48,60,6.9,5,0,0,0,0
11/02/2020,74,48,61,7.8,4,0,0,0,0
12/02/2020,66,47,56.5,3.3,8,0,0,0,0
13/02/2020,56,44,50,-3.3,15,0,0,0,0
14/02/2020,61,47,54,0.6,11,0,0,0,0
15/02/2020,61,44,52.5,-1,12,0,0,0,0
16/02/2020,60,50,55,1.4,10,0,0,0,0
17/02/2020,71,44,57.5,3.8,7,0,0,0,0
18/02/2020,67,49,58,4.2,7,0,0,0,0
19/02/2020,65,44,54.5,0.6,10,0,0,0,0
20/02/2020,66,45,55.5,1.6,9,0,0,0,0
21/02/2020,70,49,59.5,5.5,5,0,0,0,0
22/02/2020,61,51,56,1.9,9,0,0,0,0
23/02/2020,59,50,54.5,0.3,10,0,0,0,0
24/02/2020,69,44,56.5,2.2,8,0,0,0,0
25/02/2020,76,47,61.5,7.2,3,0,0,0,0
26/02/2020,73,49,61,6.6,4,0,0,0,0
27/02/2020,76,49,62.5,8,2,0,0,0,0
28/02/2020,67,50,58.5,3.9,6,0,0,0,0
29/02/2020,57,49,53,-1.6,12,0,0,0,0
01/03/2020,60,44,52,-2.6,13,0,0,0,0
02/03/2020,70,55,62.5,7.8,2,0,0,0,0
03/03/2020,75,50,62.5,7.7,2,0,0,0,0
04/03/2020,74,49,61.5,6.7,3,0,0,0,0
05/03/2020,62,49,55.5,0.6,9,0,0,0,0
06/03/2020,59,49,54,-1,11,0,T,M,0
07/03/2020,56,49,52.5,-2.5,12,0,0.08,M,0
08/03/2020,59,46,52.5,-2.6,12,0,0,0,0
09/03/2020,66,49,57.5,2.4,7,0,0,0,0
10/03/2020,71,50,60.5,5.3,4,0,0,M,M
11/03/2020,70,50,60,4.8,5,0,0,M,M
12/03/2020,70,47,58.5,3.2,6,0,0,M,M
13/03/2020,63,47,55,-0.4,10,0,0,M,M
14/03/2020,54,49,51.5,-3.9,13,0,0.46,M,M
15/03/2020,56,47,51.5,-4,13,0,0.2,M,M
16/03/2020,55,44,49.5,-6,15,0,0.13,M,M
17/03/2020,56,44,50,-5.6,15,0,0.01,M,M
18/03/2020,57,47,52,-3.6,13,0,0.01,M,M
19/03/2020,61,47,54,-1.7,11,0,0,M,M
20/03/2020,63,44,53.5,-2.2,11,0,0,M,M
